Support .NET namespace,Support .NET type name,AndroidX .NET namespace,AndroidX .NET type name,Support .NET assembly,AndroidX .NET assembly,Support Java package,Support Java class,AndroidX Java package,AndroidX Java class,Messages
Android.Support.V7.View.Menu,ActionMenuItemView,AndroidX.AppCompat.View.Menu,ActionMenuItemView,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ActionMenuItemView,androidx.appcompat.view.menu,ActionMenuItemView,
Android.Support.V7.View.Menu,ActionMenuItemView.PopupCallback,AndroidX.AppCompat.View.Menu,ActionMenuItemView.PopupCallback,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ActionMenuItemView.PopupCallback,androidx.appcompat.view.menu,ActionMenuItemView.PopupCallback,
Android.Support.V7.View.Menu,ActionMenuItemView.PopupCallbackInvoker,AndroidX.AppCompat.View.Menu,ActionMenuItemView.PopupCallbackInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ActionMenuItemView.PopupCallback,androidx.appcompat.view.menu,ActionMenuItemView.PopupCallback,
Android.Support.V7.View.Menu,ListMenuItemView,AndroidX.AppCompat.View.Menu,ListMenuItemView,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ListMenuItemView,androidx.appcompat.view.menu,ListMenuItemView,
Android.Support.V7.View.Menu,MenuBuilder,AndroidX.AppCompat.View.Menu,MenuBuilder,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuBuilder,androidx.appcompat.view.menu,MenuBuilder,
Android.Support.V7.View.Menu,MenuBuilder.ICallback,AndroidX.AppCompat.View.Menu,MenuBuilder.ICallback,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuBuilder.Callback,androidx.appcompat.view.menu,MenuBuilder.Callback,
Android.Support.V7.View.Menu,MenuBuilder.ICallbackInvoker,AndroidX.AppCompat.View.Menu,MenuBuilder.ICallbackInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuBuilder.Callback,androidx.appcompat.view.menu,MenuBuilder.Callback,
Android.Support.V7.View.Menu,MenuBuilder.IItemInvoker,AndroidX.AppCompat.View.Menu,MenuBuilder.IItemInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuBuilder.ItemInvoker,androidx.appcompat.view.menu,MenuBuilder.ItemInvoker,
Android.Support.V7.View.Menu,MenuBuilder.IItemInvokerInvoker,AndroidX.AppCompat.View.Menu,MenuBuilder.IItemInvokerInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuBuilder.ItemInvoker,androidx.appcompat.view.menu,MenuBuilder.ItemInvoker,
Android.Support.V7.View.Menu,MenuAdapter,AndroidX.AppCompat.View.Menu,MenuAdapter,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuAdapter,androidx.appcompat.view.menu,MenuAdapter,
Android.Support.V7.View.Menu,SubMenuBuilder,AndroidX.AppCompat.View.Menu,SubMenuBuilder,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,SubMenuBuilder,androidx.appcompat.view.menu,SubMenuBuilder,
Android.Support.V7.View.Menu,IMenuPresenterCallback,AndroidX.AppCompat.View.Menu,IMenuPresenterCallback,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuPresenter.Callback,androidx.appcompat.view.menu,MenuPresenter.Callback,
Android.Support.V7.View.Menu,IMenuPresenterCallbackInvoker,AndroidX.AppCompat.View.Menu,IMenuPresenterCallbackInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuPresenter.Callback,androidx.appcompat.view.menu,MenuPresenter.Callback,
Android.Support.V7.View.Menu,IMenuPresenter,AndroidX.AppCompat.View.Menu,IMenuPresenter,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuPresenter,androidx.appcompat.view.menu,MenuPresenter,
Android.Support.V7.View.Menu,IMenuPresenterInvoker,AndroidX.AppCompat.View.Menu,IMenuPresenterInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuPresenter,androidx.appcompat.view.menu,MenuPresenter,
Android.Support.V7.View.Menu,IMenuViewItemView,AndroidX.AppCompat.View.Menu,IMenuViewItemView,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuView.ItemView,androidx.appcompat.view.menu,MenuView.ItemView,
Android.Support.V7.View.Menu,IMenuViewItemViewExtensions,AndroidX.AppCompat.View.Menu,IMenuViewItemViewExtensions,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,,,,,
Android.Support.V7.View.Menu,IMenuViewItemViewInvoker,AndroidX.AppCompat.View.Menu,IMenuViewItemViewInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuView.ItemView,androidx.appcompat.view.menu,MenuView.ItemView,
Android.Support.V7.View.Menu,IMenuView,AndroidX.AppCompat.View.Menu,IMenuView,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuView,androidx.appcompat.view.menu,MenuView,
Android.Support.V7.View.Menu,IMenuViewInvoker,AndroidX.AppCompat.View.Menu,IMenuViewInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuView,androidx.appcompat.view.menu,MenuView,
,,,,,,,,,,WARNING: Unable to find AndroidX type for Java type androidx.appcompat.view.menu.MenuWrapperFactory.
Android.Support.V7.View.Menu,ExpandedMenuView,AndroidX.AppCompat.View.Menu,ExpandedMenuView,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ExpandedMenuView,androidx.appcompat.view.menu,ExpandedMenuView,
Android.Support.V7.View.Menu,MenuItemImpl,AndroidX.AppCompat.View.Menu,MenuItemImpl,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuItemImpl,androidx.appcompat.view.menu,MenuItemImpl,
Android.Support.V7.View.Menu,ActionMenuItem,AndroidX.AppCompat.View.Menu,ActionMenuItem,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ActionMenuItem,androidx.appcompat.view.menu,ActionMenuItem,
Android.Support.V7.View.Menu,BaseMenuPresenterInvoker,AndroidX.AppCompat.View.Menu,BaseMenuPresenterInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,BaseMenuPresenter,androidx.appcompat.view.menu,BaseMenuPresenter,
Android.Support.V7.View.Menu,IShowableListMenu,AndroidX.AppCompat.View.Menu,IShowableListMenu,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ShowableListMenu,androidx.appcompat.view.menu,ShowableListMenu,
Android.Support.V7.View.Menu,IShowableListMenuInvoker,AndroidX.AppCompat.View.Menu,IShowableListMenuInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ShowableListMenu,androidx.appcompat.view.menu,ShowableListMenu,
Android.Support.V7.View.Menu,MenuPopup,AndroidX.AppCompat.View.Menu,MenuPopup,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuPopup,androidx.appcompat.view.menu,MenuPopup,
Android.Support.V7.View.Menu,MenuPopupInvoker,AndroidX.AppCompat.View.Menu,MenuPopupInvoker,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuPopup,androidx.appcompat.view.menu,MenuPopup,
Android.Support.V7.View.Menu,ListMenuPresenter,AndroidX.AppCompat.View.Menu,ListMenuPresenter,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,ListMenuPresenter,androidx.appcompat.view.menu,ListMenuPresenter,
Android.Support.V7.View.Menu,MenuPopupHelper,AndroidX.AppCompat.View.Menu,MenuPopupHelper,Xamarin.Android.Support.v7.AppCompat,Xamarin.AndroidX.AppCompat,android.support.v7.view.menu,MenuPopupHelper,androidx.appcompat.view.menu,MenuPopupHelper,
,,,,,,,,,,WARNING: Unable to find AndroidX type for Java type androidx.appcompat.view.menu.MenuHelper.
,,,,,,,,,,WARNING: Unable to find AndroidX type for Java type androidx.appcompat.view.menu.MenuHelper.
Android.Support.Graphics.Drawable,Animatable2CompatAnimationCallback,AndroidX.VectorDrawable.Graphics.Drawable,Animatable2CompatAnimationCallback,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,Animatable2Compat.AnimationCallback,androidx.vectordrawable.graphics.drawable,Animatable2Compat.AnimationCallback,
Android.Support.Graphics.Drawable,Animatable2CompatAnimationCallbackInvoker,AndroidX.VectorDrawable.Graphics.Drawable,Animatable2CompatAnimationCallbackInvoker,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,Animatable2Compat.AnimationCallback,androidx.vectordrawable.graphics.drawable,Animatable2Compat.AnimationCallback,
Android.Support.Graphics.Drawable,IAnimatable2Compat,AndroidX.VectorDrawable.Graphics.Drawable,IAnimatable2Compat,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,Animatable2Compat,androidx.vectordrawable.graphics.drawable,Animatable2Compat,
Android.Support.Graphics.Drawable,IAnimatable2CompatInvoker,AndroidX.VectorDrawable.Graphics.Drawable,IAnimatable2CompatInvoker,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,Animatable2Compat,androidx.vectordrawable.graphics.drawable,Animatable2Compat,
Android.Support.Graphics.Drawable,AnimatedVectorDrawableCompat,AndroidX.VectorDrawable.Graphics.Drawable,AnimatedVectorDrawableCompat,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,AnimatedVectorDrawableCompat,androidx.vectordrawable.graphics.drawable,AnimatedVectorDrawableCompat,
Android.Support.Graphics.Drawable,PathInterpolatorCompat,AndroidX.VectorDrawable.Graphics.Drawable,PathInterpolatorCompat,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,PathInterpolatorCompat,androidx.vectordrawable.graphics.drawable,PathInterpolatorCompat,
Android.Support.Graphics.Drawable,AnimationUtilsCompat,AndroidX.VectorDrawable.Graphics.Drawable,AnimationUtilsCompat,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,AnimationUtilsCompat,androidx.vectordrawable.graphics.drawable,AnimationUtilsCompat,
Android.Support.Graphics.Drawable,AnimatorInflaterCompat,AndroidX.VectorDrawable.Graphics.Drawable,AnimatorInflaterCompat,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,AnimatorInflaterCompat,androidx.vectordrawable.graphics.drawable,AnimatorInflaterCompat,
Android.Support.Graphics.Drawable,ArgbEvaluator,AndroidX.VectorDrawable.Graphics.Drawable,ArgbEvaluator,Xamarin.Android.Support.Animated.Vector.Drawable,Xamarin.AndroidX.VectorDrawable.Animated,android.support.graphics.drawable,ArgbEvaluator,androidx.vectordrawable.graphics.drawable,ArgbEvaluator,
AndroidX.Slice,SliceProvider,AndroidX.Slice,SliceProvider,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceProvider,androidx.slice,SliceProvider,
AndroidX.Slice,SliceProviderInvoker,AndroidX.Slice,SliceProviderInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceProvider,androidx.slice,SliceProvider,
AndroidX.Slice,SliceItemParcelizer,AndroidX.Slice,SliceItemParcelizer,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItemParcelizer,androidx.slice,SliceItemParcelizer,
AndroidX.Slice,SliceItemHolder,AndroidX.Slice,SliceItemHolder,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItemHolder,androidx.slice,SliceItemHolder,
AndroidX.Slice,SliceItem,AndroidX.Slice,SliceItem,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItem,androidx.slice,SliceItem,
AndroidX.Slice,SliceItem.IActionHandler,AndroidX.Slice,SliceItem.IActionHandler,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItem.ActionHandler,androidx.slice,SliceItem.ActionHandler,
AndroidX.Slice,SliceItem.IActionHandlerInvoker,AndroidX.Slice,SliceItem.IActionHandlerInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItem.ActionHandler,androidx.slice,SliceItem.ActionHandler,
AndroidX.Slice,SliceItem.ISliceType,AndroidX.Slice,SliceItem.ISliceType,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItem.SliceType,androidx.slice,SliceItem.SliceType,
AndroidX.Slice,SliceItem.ISliceTypeInvoker,AndroidX.Slice,SliceItem.ISliceTypeInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItem.SliceType,androidx.slice,SliceItem.SliceType,
AndroidX.Slice,SystemClock,AndroidX.Slice,SystemClock,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SystemClock,androidx.slice,SystemClock,
AndroidX.Slice,SliceManager,AndroidX.Slice,SliceManager,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceManager,androidx.slice,SliceManager,
AndroidX.Slice,SliceManagerInvoker,AndroidX.Slice,SliceManagerInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceManager,androidx.slice,SliceManager,
AndroidX.Slice,SliceItemHolderParcelizer,AndroidX.Slice,SliceItemHolderParcelizer,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceItemHolderParcelizer,androidx.slice,SliceItemHolderParcelizer,
AndroidX.Slice,SliceParcelizer,AndroidX.Slice,SliceParcelizer,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceParcelizer,androidx.slice,SliceParcelizer,
AndroidX.Slice,Slice,AndroidX.Slice,Slice,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,Slice,androidx.slice,Slice,
AndroidX.Slice,Slice.Builder,AndroidX.Slice,Slice.Builder,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,Slice.Builder,androidx.slice,Slice.Builder,
AndroidX.Slice,Slice.ISliceHint,AndroidX.Slice,Slice.ISliceHint,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,Slice.SliceHint,androidx.slice,Slice.SliceHint,
AndroidX.Slice,Slice.ISliceHintInvoker,AndroidX.Slice,Slice.ISliceHintInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,Slice.SliceHint,androidx.slice,Slice.SliceHint,
AndroidX.Slice,IClock,AndroidX.Slice,IClock,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,Clock,androidx.slice,Clock,
AndroidX.Slice,IClockInvoker,AndroidX.Slice,IClockInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,Clock,androidx.slice,Clock,
AndroidX.Slice,SliceSpecs,AndroidX.Slice,SliceSpecs,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceSpecs,androidx.slice,SliceSpecs,
AndroidX.Slice,SliceSpec,AndroidX.Slice,SliceSpec,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceSpec,androidx.slice,SliceSpec,
AndroidX.Slice,SliceConvert,AndroidX.Slice,SliceConvert,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceConvert,androidx.slice,SliceConvert,
AndroidX.Slice,SliceSpecParcelizer,AndroidX.Slice,SliceSpecParcelizer,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice,SliceSpecParcelizer,androidx.slice,SliceSpecParcelizer,
AndroidX.Slice.Core,SliceActionImpl,AndroidX.Slice.Core,SliceActionImpl,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.core,SliceActionImpl,androidx.slice.core,SliceActionImpl,
AndroidX.Slice.Core,SliceHints,AndroidX.Slice.Core,SliceHints,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.core,SliceHints,androidx.slice.core,SliceHints,
AndroidX.Slice.Core,SliceHints.IImageMode,AndroidX.Slice.Core,SliceHints.IImageMode,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.core,SliceHints.ImageMode,androidx.slice.core,SliceHints.ImageMode,
AndroidX.Slice.Core,SliceHints.IImageModeInvoker,AndroidX.Slice.Core,SliceHints.IImageModeInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.core,SliceHints.ImageMode,androidx.slice.core,SliceHints.ImageMode,
AndroidX.Slice.Core,SliceQuery,AndroidX.Slice.Core,SliceQuery,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.core,SliceQuery,androidx.slice.core,SliceQuery,
AndroidX.Slice.Core,ISliceAction,AndroidX.Slice.Core,ISliceAction,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.core,SliceAction,androidx.slice.core,SliceAction,
AndroidX.Slice.Core,ISliceActionExtensions,AndroidX.Slice.Core,ISliceActionExtensions,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,,,,,
AndroidX.Slice.Core,ISliceActionInvoker,AndroidX.Slice.Core,ISliceActionInvoker,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.core,SliceAction,androidx.slice.core,SliceAction,
AndroidX.Slice.Compat,CompatPinnedList,AndroidX.Slice.Compat,CompatPinnedList,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.compat,CompatPinnedList,androidx.slice.compat,CompatPinnedList,
AndroidX.Slice.Compat,SlicePermissionActivity,AndroidX.Slice.Compat,SlicePermissionActivity,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.compat,SlicePermissionActivity,androidx.slice.compat,SlicePermissionActivity,
AndroidX.Slice.Compat,SliceProviderCompat,AndroidX.Slice.Compat,SliceProviderCompat,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.compat,SliceProviderCompat,androidx.slice.compat,SliceProviderCompat,
AndroidX.Slice.Compat,SliceProviderWrapperContainer,AndroidX.Slice.Compat,SliceProviderWrapperContainer,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.compat,SliceProviderWrapperContainer,androidx.slice.compat,SliceProviderWrapperContainer,
AndroidX.Slice.Compat,SliceProviderWrapperContainer.SliceProviderWrapper,AndroidX.Slice.Compat,SliceProviderWrapperContainer.SliceProviderWrapper,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.compat,SliceProviderWrapperContainer.SliceProviderWrapper,androidx.slice.compat,SliceProviderWrapperContainer.SliceProviderWrapper,
AndroidX.Slice.Compat,CompatPermissionManager,AndroidX.Slice.Compat,CompatPermissionManager,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.compat,CompatPermissionManager,androidx.slice.compat,CompatPermissionManager,
AndroidX.Slice.Compat,CompatPermissionManager.PermissionState,AndroidX.Slice.Compat,CompatPermissionManager.PermissionState,Xamarin.Android.Support.Slices.Core,Xamarin.AndroidX.Slice.Core,androidx.slice.compat,CompatPermissionManager.PermissionState,androidx.slice.compat,CompatPermissionManager.PermissionState,
AndroidX.Slice,SliceMetadata,AndroidX.Slice,SliceMetadata,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceMetadata,androidx.slice,SliceMetadata,
AndroidX.Slice,SliceMetadata.ISliceLoadingState,AndroidX.Slice,SliceMetadata.ISliceLoadingState,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceMetadata.SliceLoadingState,androidx.slice,SliceMetadata.SliceLoadingState,
AndroidX.Slice,SliceMetadata.ISliceLoadingStateInvoker,AndroidX.Slice,SliceMetadata.ISliceLoadingStateInvoker,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceMetadata.SliceLoadingState,androidx.slice,SliceMetadata.SliceLoadingState,
AndroidX.Slice,SliceUtils,AndroidX.Slice,SliceUtils,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceUtils,androidx.slice,SliceUtils,
AndroidX.Slice,SliceUtils.SerializeOptions,AndroidX.Slice,SliceUtils.SerializeOptions,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceUtils.SerializeOptions,androidx.slice,SliceUtils.SerializeOptions,
AndroidX.Slice,SliceUtils.ISliceActionListener,AndroidX.Slice,SliceUtils.ISliceActionListener,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceUtils.SliceActionListener,androidx.slice,SliceUtils.SliceActionListener,
AndroidX.Slice,SliceUtils.ISliceActionListenerInvoker,AndroidX.Slice,SliceUtils.ISliceActionListenerInvoker,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceUtils.SliceActionListener,androidx.slice,SliceUtils.SliceActionListener,
AndroidX.Slice,SliceUtils.SliceActionEventArgs,AndroidX.Slice,SliceUtils.SliceActionEventArgs,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,,,,,
AndroidX.Slice,SliceUtils.ISliceActionListenerImplementor,AndroidX.Slice,SliceUtils.ISliceActionListenerImplementor,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,mono.androidx.slice,SliceUtils_SliceActionListenerImplementor,mono.androidx.slice,SliceUtils_SliceActionListenerImplementor,
AndroidX.Slice,SliceUtils.SliceParseException,AndroidX.Slice,SliceUtils.SliceParseException,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceUtils.SliceParseException,androidx.slice,SliceUtils.SliceParseException,
AndroidX.Slice,SliceViewManager,AndroidX.Slice,SliceViewManager,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceViewManager,androidx.slice,SliceViewManager,
AndroidX.Slice,SliceViewManager.ISliceCallback,AndroidX.Slice,SliceViewManager.ISliceCallback,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceViewManager.SliceCallback,androidx.slice,SliceViewManager.SliceCallback,
AndroidX.Slice,SliceViewManager.ISliceCallbackInvoker,AndroidX.Slice,SliceViewManager.ISliceCallbackInvoker,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceViewManager.SliceCallback,androidx.slice,SliceViewManager.SliceCallback,
AndroidX.Slice,SliceViewManagerInvoker,AndroidX.Slice,SliceViewManagerInvoker,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceViewManager,androidx.slice,SliceViewManager,
AndroidX.Slice,SliceViewManagerBase,AndroidX.Slice,SliceViewManagerBase,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceViewManagerBase,androidx.slice,SliceViewManagerBase,
AndroidX.Slice,SliceViewManagerBaseInvoker,AndroidX.Slice,SliceViewManagerBaseInvoker,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceViewManagerBase,androidx.slice,SliceViewManagerBase,
AndroidX.Slice,SliceStructure,AndroidX.Slice,SliceStructure,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice,SliceStructure,androidx.slice,SliceStructure,
AndroidX.Slice.Widget,LargeSliceAdapter,AndroidX.Slice.Widget,LargeSliceAdapter,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,LargeSliceAdapter,androidx.slice.widget,LargeSliceAdapter,
AndroidX.Slice.Widget,LargeSliceAdapter.SliceViewHolder,AndroidX.Slice.Widget,LargeSliceAdapter.SliceViewHolder,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,LargeSliceAdapter.SliceViewHolder,androidx.slice.widget,LargeSliceAdapter.SliceViewHolder,
AndroidX.Slice.Widget,LargeSliceAdapter.SliceWrapper,AndroidX.Slice.Widget,LargeSliceAdapter.SliceWrapper,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,LargeSliceAdapter.SliceWrapper,androidx.slice.widget,LargeSliceAdapter.SliceWrapper,
AndroidX.Slice.Widget,ShortcutContent,AndroidX.Slice.Widget,ShortcutContent,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,ShortcutContent,androidx.slice.widget,ShortcutContent,
AndroidX.Slice.Widget,RemoteInputView,AndroidX.Slice.Widget,RemoteInputView,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,RemoteInputView,androidx.slice.widget,RemoteInputView,
AndroidX.Slice.Widget,RemoteInputView.RemoteEditText,AndroidX.Slice.Widget,RemoteInputView.RemoteEditText,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,RemoteInputView.RemoteEditText,androidx.slice.widget,RemoteInputView.RemoteEditText,
AndroidX.Slice.Widget,SliceView,AndroidX.Slice.Widget,SliceView,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,SliceView,androidx.slice.widget,SliceView,
AndroidX.Slice.Widget,SliceView.IOnSliceActionListener,AndroidX.Slice.Widget,SliceView.IOnSliceActionListener,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,SliceView.OnSliceActionListener,androidx.slice.widget,SliceView.OnSliceActionListener,
AndroidX.Slice.Widget,SliceView.IOnSliceActionListenerInvoker,AndroidX.Slice.Widget,SliceView.IOnSliceActionListenerInvoker,Xamarin.Android.Support.Slices.View,Xamarin.AndroidX.Slice.View,androidx.slice.widget,SliceView.OnSliceActionListener,androidx.slice.widget,SliceView.OnSliceActionListener,
